rank,finalWorth,category,personName,country,city,source,industries,organization,selfMade,status,gender,lastName,firstName,title,date,countryOfCitizenship,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
591,4600,Food & Beverage,Bert Beveridge,United States,Austin,Vodka,Food & Beverage,,TRUE,U,M,Beveridge,Bert,,04-04-2023 05:01,United States,Texas,South,1962,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Media & Entertainment,Mark Cuban,United States,Dallas,"Online media, Dallas Mavericks",Media & Entertainment,Dallas Mavericks,TRUE,D,M,Cuban,Mark,Owner,04-04-2023 05:01,United States,Texas,South,1958,7,31,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Media & Entertainment,Charles Dolan & family,United States,Oyster Bay,Cable television,Media & Entertainment,Cablevision Systems Corp.,TRUE,D,M,Dolan,Charles,Chairman and Founder,04-04-2023 05:01,United States,New York,Northeast,1926,10,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Technology,Jack Dorsey,United States,San Francisco,"Twitter, Square",Technology,Twitter,TRUE,D,M,Dorsey,Jack,Cofounder,04-04-2023 05:01,United States,California,West,1976,11,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Energy,Fan Hongwei,China,Wujiang,Petrochemicals,Energy,,TRUE,D,F,Fan,Hongwei,,04-04-2023 05:01,China,,,1967,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
591,4600,Metals & Mining,Vladimir Kim,Kazakhstan,Almaty,Mining,Metals & Mining,,TRUE,D,M,Kim,Vladimir,,04-04-2023 05:01,Kazakhstan,,,1960,10,29,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684
591,4600,Finance & Investments,"Andre Koo, Sr.",Taiwan,Taipei,Financial services,Finance & Investments,,FALSE,D,M,Koo,Andre,,04-04-2023 05:01,Taiwan,,,1967,5,25,,,,,,,,,,,
591,4600,Fashion & Retail,Ronald Lauder,United States,New York,Estee Lauder,Fashion & Retail,,FALSE,D,M,Lauder,Ronald,,04-04-2023 05:01,United States,New York,Northeast,1944,2,26,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Manufacturing,Li Chunan,China,Fushun,Renewable energy,Manufacturing,,TRUE,D,M,Li,Chunan,,04-04-2023 05:01,China,,,1968,10,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
591,4600,Media & Entertainment,Forrest Li,Singapore,Singapore,Gaming,Media & Entertainment,,TRUE,D,M,Li,Forrest,,04-04-2023 05:01,Singapore,,,1978,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
591,4600,Telecom,Richard Li,Hong Kong,Hong Kong,Telecom,Telecom,,FALSE,D,M,Li,Richard,,04-04-2023 05:01,Hong Kong,,,1966,11,8,,,,,,,,,,,
591,4600,Fashion & Retail,Doug Meijer & family,United States,Grand Rapids,Supermarkets,Fashion & Retail,,FALSE,Split Family Fortune,M,Meijer,Doug,,04-04-2023 05:01,United States,Michigan,Midwest,1954,1,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Fashion & Retail,Hank Meijer & family,United States,Grand Rapids,Supermarkets,Fashion & Retail,,FALSE,Split Family Fortune,M,Meijer,Hank,,04-04-2023 05:01,United States,Michigan,Midwest,1952,2,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Fashion & Retail,Mark Meijer & family,United States,Grand Rapids,Supermarkets,Fashion & Retail,,FALSE,Split Family Fortune,M,Meijer,Mark,,04-04-2023 05:01,United States,Michigan,Midwest,1957,10,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Food & Beverage,Issad Rebrab & family,Algeria,Algiers,Food,Food & Beverage,,TRUE,D,M,Rebrab,Issad,,04-04-2023 05:01,Algeria,,,1944,1,1,151.36,2,"$169,988,236,398 ",51.4,109.9,76.7,37.2,66.1,43053054,28.033886,1.659626
591,4600,Logistics,Fred Smith,United States,Memphis,FedEx,Logistics,FedEx Corp.,TRUE,D,M,Smith,Fred,Chairman and CEO,04-04-2023 05:01,United States,Tennessee,South,1944,8,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Finance & Investments,Barry Sternlicht,United States,Miami,Private equity,Finance & Investments,,TRUE,U,M,Sternlicht,Barry,,04-04-2023 05:01,United States,Florida,South,1960,11,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Manufacturing,Maximilian Viessmann,Germany,Battenberg,"Heating, cooling equipment",Manufacturing,,FALSE,D,M,Viessmann,Maximilian,,04-04-2023 05:01,Germany,,,1989,2,11,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
591,4600,Food & Beverage,Russ Weiner,United States,Delray Beach,Energy drinks,Food & Beverage,,TRUE,U,M,Weiner,Russ,,04-04-2023 05:01,United States,Florida,South,1970,5,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
591,4600,Healthcare,Xue Min,China,Wuhan,Healthcare,Healthcare,,TRUE,N,M,Xue,Min,,04-04-2023 05:01,China,,,1957,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
611,4500,Food & Beverage,Juan Domingo Beckmann Legorreta & family,Mexico,,Tequila,Food & Beverage,,FALSE,U,M,Beckmann Legorreta,Juan Domingo,,04-04-2023 05:01,Mexico,,,1967,7,1,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
611,4500,Technology,Dietmar Hopp & family,Germany,Walldorf,Software,Technology,,TRUE,D,M,Hopp,Dietmar,,04-04-2023 05:01,Germany,,,1940,4,26,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
611,4500,Technology,Jiang Bin,China,Weifang,Acoustic components,Technology,,TRUE,D,M,Jiang,Bin,,04-04-2023 05:01,China,,,1966,9,16,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
611,4500,Technology,Joseph Liemandt,United States,Austin,Software,Technology,,TRUE,U,M,Liemandt,Joseph,,04-04-2023 05:01,United States,Texas,South,1968,8,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
611,4500,Food & Beverage,Theo Mueller,Switzerland,Zurich,Dairy,Food & Beverage,,FALSE,D,M,Mueller,Theo,,04-04-2023 05:01,Germany,,,1940,1,30,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
611,4500,Technology,N.R. Narayana Murthy,India,Bangalore,Software services,Technology,,TRUE,U,M,Murthy,N.R. Narayana,,04-04-2023 05:01,India,,,1946,8,20,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
611,4500,Fashion & Retail,Odd Reitan & family,Norway,Trondheim,"Retail, real estate",Fashion & Retail,,FALSE,D,M,Reitan,Odd,,04-04-2023 05:01,Norway,,,1951,9,11,120.27,2.2,"$403,336,363,636 ",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
611,4500,Finance & Investments,Marc Rowan,United States,New York,Private equity,Finance & Investments,,TRUE,D,M,Rowan,Marc,,04-04-2023 05:01,United States,New York,Northeast,1962,8,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
611,4500,Real Estate,Hussain Sajwani,United Arab Emirates,Dubai,Real estate,Real Estate,,TRUE,U,M,Sajwani,Hussain,,04-04-2023 05:01,United Arab Emirates,,,1953,3,1,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
611,4500,Finance & Investments,David Velez & family,Brazil,Sao Paulo,Fintech,Finance & Investments,,TRUE,D,M,Velez,David,,04-04-2023 05:01,Colombia,,,1981,10,2,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
611,4500,Manufacturing,Xu Jinfu,China,Guangzhou,Chemicals,Manufacturing,,TRUE,D,M,Xu,Jinfu,,04-04-2023 05:01,China,,,1964,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
611,4500,Diversified,Samuel Yin,Taiwan,Taipei,Retail,Diversified,,FALSE,D,M,Yin,Samuel,,04-04-2023 05:01,Taiwan,,,1950,8,16,,,,,,,,,,,
611,4500,Manufacturing,You Xiaoping & family,China,Wenzhou,"Chemicals, spandex",Manufacturing,,TRUE,D,M,You,Xiaoping,,04-04-2023 05:01,China,,,1958,1,21,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
624,4400,Healthcare,Stéphane Bancel,United States,Boston,"Biotech, vaccines",Healthcare,,TRUE,D,M,Bancel,Stéphane,,04-04-2023 05:01,France,Massachusetts,Northeast,1972,7,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
624,4400,Technology,Margot Birmingham Perot,United States,Dallas,"Computer services, real estate",Technology,,FALSE,U,F,Birmingham Perot,Margot,,04-04-2023 05:01,United States,Texas,South,1933,11,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
624,4400,Manufacturing,Neal Blue & family,United States,San Diego,Defense,Manufacturing,,TRUE,U,M,Blue,Neal,,04-04-2023 05:01,United States,California,West,1935,4,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
624,4400,Service,Jim Davis,United States,Cockeysville,Staffing & recruiting,Service,,TRUE,U,M,Davis,Jim,,04-04-2023 05:01,United States,Maryland,South,1960,3,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
624,4400,Construction & Engineering,Rafael Del Pino,Spain,Madrid,Construction,Construction & Engineering,,FALSE,U,M,Del Pino,Rafael,,04-04-2023 05:01,Spain,,,1958,7,18,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
624,4400,Healthcare,Peter Grogg,Switzerland,Liestal,Biochemicals,Healthcare,,TRUE,D,M,Grogg,Peter,,04-04-2023 05:01,Switzerland,,,1942,1,10,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
624,4400,Fashion & Retail,Christian Haub,Germany,Munich,Retail,Fashion & Retail,,FALSE,E,M,Haub,Christian,,04-04-2023 05:01,Germany,,,1964,7,22,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
624,4400,Real Estate,Mangal Prabhat Lodha,India,Mumbai,Real estate,Real Estate,,TRUE,D,M,Lodha,Mangal Prabhat,,04-04-2023 05:01,India,,,1955,12,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
624,4400,Sports,Jeffrey Lurie & family,United States,Wynnewood,Philadelphia Eagles,Sports,,FALSE,U,M,Lurie,Jeffrey,,04-04-2023 05:01,United States,Pennsylvania,Northeast,1951,9,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
624,4400,Finance & Investments,Joe Mansueto,United States,Chicago,Investment research,Finance & Investments,Morningstar Inc.,TRUE,D,M,Mansueto,Joe,"Entrepreneur, Investor",04-04-2023 05:01,United States,Illinois,Midwest,1956,9,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
624,4400,Manufacturing,Qian Dongqi & family,China,Suzhou,Home-cleaning robots,Manufacturing,,TRUE,D,M,Qian,Dongqi,,04-04-2023 05:01,China,,,1958,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
624,4400,Metals & Mining,Mikhail Shelkov,Russia,Moscow,Titanium,Metals & Mining,,TRUE,U,M,Shelkov,Mikhail,,04-04-2023 05:01,Russia,,,1968,5,30,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
636,4300,Telecom,Patrick Drahi,Switzerland,Zermatt,Telecom,Telecom,,TRUE,D,M,Drahi,Patrick,,04-04-2023 05:01,France,,,1963,8,20,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
636,4300,Finance & Investments,Behdad Eghbali,United States,Los Angeles,Private equity,Finance & Investments,,TRUE,U,M,Eghbali,Behdad,,04-04-2023 05:01,United States,California,West,1976,5,6,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
636,4300,Finance & Investments,Juan Carlos Escotet,Spain,A Coruña,Banking,Finance & Investments,,TRUE,U,M,Escotet,Juan Carlos,,04-04-2023 05:01,Venezuela,,,1959,7,23,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
636,4300,Finance & Investments,Jose E. Feliciano,United States,Los Angeles,Private equity,Finance & Investments,,TRUE,U,M,Feliciano,Jose E.,,04-04-2023 05:01,United States,California,West,1973,5,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
636,4300,Healthcare,Hu Kaijun,China,Beijing,Pharmaceuticals,Healthcare,,TRUE,U,M,Hu,Kaijun,,04-04-2023 05:01,China,,,1962,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
636,4300,Logistics,Johnelle Hunt,United States,Fayetteville,Trucking,Logistics,,TRUE,D,F,Hunt,Johnelle,,04-04-2023 05:01,United States,Arkansas,South,1932,1,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
636,4300,Food & Beverage,Marian Ilitch,United States,Bingham Farms,Little Caesars Pizza,Food & Beverage,,TRUE,D,F,Ilitch,Marian,,04-04-2023 05:01,United States,Michigan,Midwest,1933,1,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
636,4300,Diversified,Daryl Katz,Canada,Edmonton,Pharmacies,Diversified,Katz Group,TRUE,D,M,Katz,Daryl,Founder and Chairman,04-04-2023 05:01,Canada,,,1961,9,1,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
636,4300,Metals & Mining,Andrei Kozitsyn,Russia,Verkhniaya Pyshma,Metals,Metals & Mining,,TRUE,U,M,Kozitsyn,Andrei,,04-04-2023 05:01,Russia,,,1960,6,9,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
636,4300,Finance & Investments,Timur Kulibaev,Kazakhstan,Almaty,Banking,Finance & Investments,,TRUE,U,M,Kulibaev,Timur,,04-04-2023 05:01,Kazakhstan,,,1966,9,10,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684
636,4300,Finance & Investments,Dinara Kulibaeva,Kazakhstan,Almaty,Banking,Finance & Investments,,FALSE,U,F,Kulibaeva,Dinara,,04-04-2023 05:01,Kazakhstan,,,1967,8,19,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684
636,4300,Real Estate,Ian Livingstone,,,Real estate,Real Estate,,TRUE,Split Family Fortune,M,Livingstone,Ian,,04-04-2023 05:01,United Kingdom,,,1962,5,22,,,,,,,,,,,
636,4300,Real Estate,Richard Livingstone,,,Real estate,Real Estate,,TRUE,Split Family Fortune,M,Livingstone,Richard,,04-04-2023 05:01,United Kingdom,,,1964,11,29,,,,,,,,,,,
636,4300,Food & Beverage,Gwendolyn Sontheim Meyer,United States,Rancho Santa Fe,Cargill,Food & Beverage,,FALSE,D,F,Meyer,Gwendolyn Sontheim,,04-04-2023 05:01,United States,California,West,1961,10,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
636,4300,Real Estate,Jay Paul,United States,San Francisco,Real estate,Real Estate,,TRUE,U,M,Paul,Jay,,04-04-2023 05:01,United States,California,West,1947,7,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
636,4300,Diversified,Pham Nhat Vuong,Vietnam,Hanoi,Diversified,Diversified,,TRUE,D,M,Pham,Nhat Vuong,,04-04-2023 05:01,Vietnam,,,1968,8,5,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199
636,4300,Healthcare,Jon Stryker,United States,New York,Medical equipment,Healthcare,,FALSE,U,M,Stryker,Jon,,04-04-2023 05:01,United States,New York,Northeast,1958,5,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
636,4300,Finance & Investments,Daniel Tsai,Taiwan,Taipei,Finance,Finance & Investments,,FALSE,D,M,Tsai,Daniel,,04-04-2023 05:01,Taiwan,,,1956,4,25,,,,,,,,,,,
636,4300,Finance & Investments,Richard Tsai,Taiwan,Taipei,Finance,Finance & Investments,,FALSE,D,M,Tsai,Richard,,04-04-2023 05:01,Taiwan,,,1957,6,2,,,,,,,,,,,
636,4300,Technology,Frank Wang,China,Shenzhen,Drones,Technology,DJI Technology Co.,TRUE,D,M,Wang,Frank,Founder and CEO,04-04-2023 05:01,China,,,1980,10,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
636,4300,Manufacturing,Wang Junshi & family,China,Ningbo,Solar inverters,Manufacturing,,TRUE,D,M,Wang,Junshi,,04-04-2023 05:01,China,,,1949,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
636,4300,Technology,Wang Wenjing,China,Beijing,Business software,Technology,,TRUE,D,M,Wang,Wenjing,,04-04-2023 05:01,China,,,1964,12,5,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
636,4300,Finance & Investments,Herbert Wertheim,United States,Coral Gables,Investments,Finance & Investments,,TRUE,U,M,Wertheim,Herbert,,04-04-2023 05:01,United States,Florida,South,1939,5,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Service,Shari Arison,Israel,Tel Aviv,Carnival Cruises,Service,,FALSE,D,F,Arison,Shari,"Investor, Philanthropist",04-04-2023 05:01,Israel,,,1957,9,9,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
659,4200,Finance & Investments,Pyotr Aven,Latvia,,"Oil, banking, telecom",Finance & Investments,,TRUE,D,M,Aven,Pyotr,,04-04-2023 05:01,Russia,,,1955,3,16,116.86,2.8,"$34,117,202,555 ",88.1,99.4,74.7,22.9,38.1,1912789,56.879635,24.603189
659,4200,Real Estate,Chan Laiwa & family,China,Beijing,Real estate,Real Estate,,TRUE,D,F,Chan,Laiwa,Philanthropist,04-04-2023 05:01,China,,,1941,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
659,4200,Real Estate,Chen Hua,China,Shenzhen,Real estate,Real Estate,,TRUE,U,M,Chen,Hua,,04-04-2023 05:01,China,,,1966,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
659,4200,Finance & Investments,Thomas Hagen,United States,Erie,Insurance,Finance & Investments,,FALSE,U,M,Hagen,Thomas,,04-04-2023 05:01,United States,Pennsylvania,Northeast,1936,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Finance & Investments,"Rupert Johnson, Jr.",United States,Burlingame,Franklin Templeton,Finance & Investments,Franklin Resources Inc.,FALSE,D,M,Johnson,Rupert,Vice Chairman and Director,04-04-2023 05:01,United States,California,West,1940,8,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Energy,Dewi Kam,Indonesia,Jakarta,Coal,Energy,,TRUE,N,F,Kam,Dewi,,04-04-2023 05:01,Indonesia,,,1950,7,23,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
659,4200,Technology,Min Kao & family,United States,Leawood,Navigation equipment,Technology,,TRUE,D,M,Kao,Min,,04-04-2023 05:01,United States,Kansas,Midwest,1949,1,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Finance & Investments,Marc Ladreit de Lacharriere,France,Paris,Finance,Finance & Investments,,TRUE,U,M,Ladreit de Lacharriere,Marc,,04-04-2023 05:01,France,,,1940,11,6,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
659,4200,Technology,Eric Lefkofsky,United States,Glencoe,"Groupon, investments",Technology,Groupon,TRUE,U,M,Lefkofsky,Eric,Chairman,04-04-2023 05:01,United States,Illinois,Midwest,1969,9,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Technology,Lin Bin,China,Shenzhen,Smartphones,Technology,,TRUE,D,M,Lin,Bin,,04-04-2023 05:01,United States,,,1968,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
659,4200,Finance & Investments,Lin Li,China,Shenzhen,Investments,Finance & Investments,,TRUE,D,M,Lin,Li,,04-04-2023 05:01,China,,,1963,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
659,4200,Technology,Michael Moritz,United States,San Francisco,Venture capital,Technology,Sequoia,TRUE,D,M,Moritz,Michael,Investor,04-04-2023 05:01,United States,California,West,1954,9,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Service,Jean (Gigi) Pritzker,United States,Los Angeles,"Hotels, investments",Service,,FALSE,U,F,Pritzker,Jean (Gigi),,04-04-2023 05:01,United States,California,West,1962,7,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Automotive,E. Joe Shoen,United States,Phoenix,U-Haul,Automotive,,FALSE,U,M,Shoen,E. Joe,,04-04-2023 05:01,United States,Arizona,West,1949,10,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Technology,Jeff Skoll,United States,Los Angeles,EBay,Technology,,TRUE,D,M,Skoll,Jeff,,04-04-2023 05:01,United States,California,West,1965,1,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Food & Beverage,Lynsi Snyder,United States,Glendora,In-N-Out Burger,Food & Beverage,,FALSE,E,F,Snyder,Lynsi,,04-04-2023 05:01,United States,California,West,1982,5,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
659,4200,Fashion & Retail,Djoko Susanto,Indonesia,Jakarta,Supermarkets,Fashion & Retail,,TRUE,U,M,Susanto,Djoko,,04-04-2023 05:01,Indonesia,,,1950,2,9,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
659,4200,Diversified,Tahir & family,Indonesia,Jakarta,Diversified,Diversified,,TRUE,U,M,Tahir,,,04-04-2023 05:01,Indonesia,,,1952,3,26,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
659,4200,Finance & Investments,Peter Thiel,United States,Los Angeles,"Facebook, investments",Finance & Investments,Founders Fund,TRUE,D,M,Thiel,Peter,Investor,04-04-2023 05:01,United States,California,West,1967,10,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
679,4100,Food & Beverage,Andrej Babis,Czech Republic,Prague,Agriculture,Food & Beverage,,TRUE,D,M,Babis,Andrej,,04-04-2023 05:01,Czech Republic,,,1954,9,2,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79,14.9,46.1,10669709,49.817492,15.472962
679,4100,Service,Danielle Bellon & family,France,Paris,Food services,Service,,FALSE,U,F,Bellon,Danielle,,04-04-2023 05:01,France,,,1940,2,8,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
